id,title,address,phone,district_id
837,Средняя общеобразовательная школа № 22,715602  курманбек а/о,+996(3722)60553 ,20
838,Жалалабатский кыргызско-турецкий  мужской лицей им.Курманбека баатыра,"ул.Ленина, 15",  ,20
839,Жалалабатский  женский учебно-воспитательный комплекс им.З.Нурматовой,"ул.Островского, 143",  ,20
840,"Лицей ""Олимп""  им К.Батырова ","ул.Пахта-Куча, 219",  ,20
841,"Профессиональный колледж ""Илим-Хумор""","ул.Боконбаева, 22",  ,20
842,Средняя общеобразовательная школа № 1 им. Токтогула,,374651246,21
843,Средняя общеобразовательная школа № 2 им. Тулебердиева,ул. Сабирова,374651245,21
844,Средняя общеобразовательная школа № 3 им. Фрунзе,"ул. Серого, 17 А",374651146,21
845,Средняя общеобразовательная школа № 4 им. Шопокова,ул. Бекташ,374651841,21
846,Средняя общеобразовательная школа № 5 им. Хуриева, пгт. Кетмен- Тобо ,777380030,21
847,Средняя общеобразовательная школа № 6 им. Темирова Туралы,"ул. Мамытканова, 38",374660064,21
848,Начальная школа №7 им. Мамытова,село Чон-Таш,773433076,21
849,Начальная школа №8 им. Бабакана,"ул. Эркеева, 1.",777367573,21
850,Средняя школа №1 имени М.В. Фрунзе,"ул. Строительная, 4.",0771 39 85  39 ,22
851,Школа гимназия №2 имени А.С. Макаренко ,"ул. Школьная, 7.",770352766,22
852,Cредняя школа №3 имени Т. Сатылганова,"ул. Г. Атаханова, 14.",772467133,22
853,Средняя школа №4 имени Ю.А. Гагарина,"ул. Ленина, 2.",778345506,22
854,Средняя школа №6 имени М.В. Ломоносова,"ул. Шевченко, 66.",778750032,22
855,Средняя школа № 1 им.Ч.Айтматова,ул.Ленина б/н,50260,23
856,Средняя школа № 2,ул.Аркабаева 2,"0(3744)50043, 0(3744)50178, ",23
857,Средняя школа № 3,ул.Карла-Маркса 11,нет ,23
858,Школа -гимназия № 4 имени Ю.А.Гагарина  ,ул З.Кутмановой б/н,"0(3744)54392, ",23
859,Средняя школа № 5,ул Заводская б/н,0(3744)54579 ,23
860,Средняя школа № 7,ул Советская б/н,37542,23
861,Средняя школа № 8,ул.Саматова б/н,0(3744)50688 ,23
862,Средняя общеобразовательная школа  № 4 им. Токтогула,"г.Таш-Кумыр, ул Токтомамбетова С",50209,24
863,Средняя общеобразовательная школа  №9  им. А. Осмонбекова,"721407 , ул. Ленин-4",+996(773)7840 ,24
864,Средняя общеобразовательная школа  № 11 им. М. Темирбаева,Микрорайон Кызыл-Алма ИН: 721400,+996(773)727966 ,24
865,Средняя общеобразовательная школа  №10 им. А.Осмонов,ул. Панфилова №1а ин: 721408,+996(770)183895 ,24
866,Средняя общеобразовательная школа № 7 им. К. Кузембаева,Микрорайон строителей ИН: 721400,+996(3745)60252 ,24
867,Средняя общеобразовательная школа  №6 им. Темиркула Уметалиева,715436 Таш-Кумырская  25, 2-66-73 ,24
868,Начальная школа   №13  Кудуксай,"721407, Кудук-Сай",+996(770)351387 ,24
869,Средняя школа  №12 имени А.С.Пушкина,721402 Какалеева №1,+996(3745)50210 ,24
870,Средняя школа №8 имени М.В.Фрунзе,"721408    г.Таш-Кумыр,пгт.Шамалды-сай,ул. Ленина 27",+996(3745)60195; +996(779)108538 ,24
871,СРЕДНЯЯ ШКОЛА № 3 ИМ ТОГОЛОК МОЛДО,ул. Умбеталива-2 ,+997(777)535233 ,24
872,Средняя школа № 2 имени Кенжалы Осмонкулова с гимназическими классами,"745131, Гагарина 1 а.",374560193,24
873,Средняя школа № 1 им. Н. Островского,721400 Ч.Айтматова б/н,"+996(3745)50208, +996(777)342648 ",24
874,Школа-гимназия  №14  им. Т.Шадыханова,"721400, Чыныбаева б/н",+996(3745)50214 ,24
875,средняя школа №5 им. Ленина,"721403, ул. Масалиева н/б",+996(773)582416 ,24
876,Средняя общеобразовательная школа  Тегизчил им. К. Эшимбекова,722345 Ул. Рахмат № 45,0,25
